wavelength,ethyl_red,procaine,malvidine,caffeine,allura_red
629,0.002329694,0.001289016,-0.00135538,0.00326783,0
630,-0.000600194,0.000728482,-0.000388333,0.000939618,0
631,0.001463956,-0.002020145,-0.002409836,-0.001536301,0
632,-0.000164788,0.00329664,0.001647548,-0.00122525,0
633,0.001108668,0.002814529,-0.001379046,0.001356653,0
634,-0.000371173,-0.002812796,0.001813946,-0.000464708,0
635,0.003065788,-0.001121463,0.002326521,0.001831722,0
636,0.002073349,0.001662029,0.001675526,-0.001661901,0
637,0.002022142,0.002358549,-0.00251989,0.001797312,0
638,-0.001545904,-0.000642617,0.001150613,0.003037706,0
639,0.000252634,-0.000775178,-0.002359918,-0.001911738,0
640,-0.00178334,0.001114423,0.003130099,0.001468917,0
641,0.001187248,0.000426301,0.000593437,-0.002388158,0
642,-0.001286325,-0.002072993,0.003157269,-0.002317164,0
643,0.000515263,-0.003021162,-0.003207322,0.002853946,0
644,-0.002133514,-0.003283585,-0.000754652,-0.000402996,0
645,-0.002204072,-0.00252228,-0.001090155,-0.000261407,0
